Accession,Technology
GPL2991,spotted DNA/cDNA
GPL2984,spotted DNA/cDNA
GPL2985,spotted oligonucleotide
GPL2990,spotted DNA/cDNA
GPL2845,RT-PCR
GPL2847,RT-PCR
GPL2850,RT-PCR
GPL1480,spotted DNA/cDNA
GPL2921,spotted DNA/cDNA
GPL2979,spotted DNA/cDNA
GPL2980,spotted DNA/cDNA
GPL2983,spotted DNA/cDNA
GPL2939,in situ oligonucleotide
GPL2940,spotted DNA/cDNA
GPL2941,in situ oligonucleotide
GPL2942,in situ oligonucleotide
GPL2943,in situ oligonucleotide
GPL2944,in situ oligonucleotide
GPL2945,in situ oligonucleotide
GPL2946,in situ oligonucleotide
GPL2947,spotted DNA/cDNA
GPL2948,spotted DNA/cDNA
GPL2949,in situ oligonucleotide
GPL2950,in situ oligonucleotide
GPL2951,in situ oligonucleotide
GPL2952,in situ oligonucleotide
GPL2953,in situ oligonucleotide
GPL2954,in situ oligonucleotide
GPL2955,in situ oligonucleotide
GPL2956,in situ oligonucleotide
GPL2957,in situ oligonucleotide
GPL2958,in situ oligonucleotide
GPL2959,in situ oligonucleotide
GPL2960,in situ oligonucleotide
GPL2961,in situ oligonucleotide
GPL2962,in situ oligonucleotide
GPL2963,in situ oligonucleotide
GPL2964,in situ oligonucleotide
GPL2965,in situ oligonucleotide
GPL2966,in situ oligonucleotide
GPL2967,in situ oligonucleotide
GPL2968,in situ oligonucleotide
GPL2969,in situ oligonucleotide
GPL2970,in situ oligonucleotide
GPL2971,in situ oligonucleotide
GPL2972,in situ oligonucleotide
GPL2973,in situ oligonucleotide
GPL2974,in situ oligonucleotide
GPL2975,in situ oligonucleotide
GPL2976,in situ oligonucleotide
GPL2977,spotted DNA/cDNA
GPL2978,spotted DNA/cDNA
GPL2853,spotted oligonucleotide
GPL2929,spotted DNA/cDNA
GPL2930,spotted DNA/cDNA
GPL2931,spotted DNA/cDNA
GPL2926,spotted DNA/cDNA
GPL2927,spotted DNA/cDNA
GPL2928,spotted DNA/cDNA
GPL2932,spotted DNA/cDNA
GPL2933,spotted DNA/cDNA
GPL2934,spotted DNA/cDNA
GPL2935,spotted DNA/cDNA
GPL2936,spotted DNA/cDNA
GPL2937,spotted DNA/cDNA
GPL2938,spotted DNA/cDNA
GPL1977,spotted DNA/cDNA
GPL2917,spotted DNA/cDNA
GPL2918,spotted DNA/cDNA
GPL2911,spotted DNA/cDNA
GPL2912,spotted DNA/cDNA
GPL2913,spotted DNA/cDNA
GPL1718,other
GPL1721,other
GPL1962,spotted DNA/cDNA
GPL2000,spotted DNA/cDNA
GPL2503,spotted DNA/cDNA
GPL2504,spotted DNA/cDNA
GPL2505,spotted DNA/cDNA
GPL2506,spotted DNA/cDNA
GPL2622,in situ oligonucleotide
GPL2699,in situ oligonucleotide
GPL2714,spotted oligonucleotide
GPL1935,spotted DNA/cDNA
GPL2900,spotted DNA/cDNA
GPL2901,in situ oligonucleotide
GPL2904,spotted DNA/cDNA
GPL2905,spotted DNA/cDNA
GPL2906,spotted DNA/cDNA
GPL2890,spotted oligonucleotide
GPL2891,spotted oligonucleotide
GPL2892,spotted oligonucleotide
GPL2893,spotted oligonucleotide
GPL2894,spotted oligonucleotide
GPL2895,spotted oligonucleotide
GPL2896,spotted oligonucleotide
GPL2897,spotted oligonucleotide
GPL2898,spotted oligonucleotide
GPL2887,spotted DNA/cDNA
GPL2861,spotted DNA/cDNA
GPL2864,spotted DNA/cDNA
GPL2869,spotted oligonucleotide
GPL2870,spotted DNA/cDNA
GPL2871,in situ oligonucleotide
GPL2872,in situ oligonucleotide
GPL2873,in situ oligonucleotide
GPL2874,in situ oligonucleotide
GPL2875,in situ oligonucleotide
GPL2876,in situ oligonucleotide
GPL2877,in situ oligonucleotide
GPL2878,in situ oligonucleotide
GPL2879,in situ oligonucleotide
GPL2880,in situ oligonucleotide
GPL2881,in situ oligonucleotide
GPL2882,in situ oligonucleotide
GPL2883,in situ oligonucleotide
GPL2884,in situ oligonucleotide
GPL2885,spotted DNA/cDNA
GPL2865,spotted DNA/cDNA
GPL2866,spotted DNA/cDNA
GPL2867,spotted DNA/cDNA
GPL2868,spotted DNA/cDNA
GPL922,in situ oligonucleotide
GPL1523,spotted DNA/cDNA
GPL1924,spotted DNA/cDNA
GPL2856,spotted oligonucleotide
GPL1883,spotted DNA/cDNA
GPL2102,MS
GPL2103,MS
GPL2125,spotted oligonucleotide
GPL2127,spotted oligonucleotide
GPL2509,spotted DNA/cDNA
GPL2841,MS
GPL2848,spotted DNA/cDNA
GPL2854,spotted DNA/cDNA
GPL2855,spotted DNA/cDNA
GPL2775,spotted DNA/cDNA
GPL2851,spotted DNA/cDNA
GPL2097,spotted DNA/cDNA
GPL2815,spotted DNA/cDNA
GPL2816,spotted DNA/cDNA
GPL2817,spotted DNA/cDNA
GPL2818,spotted DNA/cDNA
GPL1699,spotted oligonucleotide
GPL2571,spotted DNA/cDNA
GPL2642,spotted DNA/cDNA
GPL2643,spotted DNA/cDNA
GPL2644,spotted DNA/cDNA
GPL2676,spotted DNA/cDNA
GPL2828,spotted DNA/cDNA
GPL2678,in situ oligonucleotide
GPL2822,spotted DNA/cDNA
GPL2830,spotted DNA/cDNA
GPL2831,spotted DNA/cDNA
GPL2832,spotted DNA/cDNA
GPL2833,spotted DNA/cDNA
GPL2835,spotted DNA/cDNA
GPL2836,spotted DNA/cDNA
GPL2837,spotted DNA/cDNA
GPL2838,spotted DNA/cDNA
GPL2839,spotted DNA/cDNA
GPL2840,spotted DNA/cDNA
GPL2820,spotted DNA/cDNA
GPL2821,spotted DNA/cDNA
GPL2823,spotted DNA/cDNA
GPL2824,spotted DNA/cDNA
GPL2825,spotted DNA/cDNA
GPL2769,spotted DNA/cDNA
GPL2810,spotted oligonucleotide
GPL2096,spotted oligonucleotide
GPL2598,in situ oligonucleotide
GPL2675,MPSS
GPL2800,spotted oligonucleotide
GPL2039,spotted DNA/cDNA
GPL2618,in situ oligonucleotide
GPL2625,spotted oligonucleotide
GPL2626,spotted oligonucleotide
GPL2798,spotted DNA/cDNA
GPL2558,in situ oligonucleotide
GPL2796,spotted oligonucleotide
GPL2790,spotted DNA/cDNA
GPL2791,spotted DNA/cDNA
GPL2793,spotted DNA/cDNA
GPL2134,spotted DNA/cDNA
GPL2584,spotted oligonucleotide
GPL2780,spotted DNA/cDNA
GPL2781,spotted DNA/cDNA
GPL2782,spotted DNA/cDNA
GPL2783,spotted DNA/cDNA
GPL2784,spotted DNA/cDNA
GPL2785,spotted DNA/cDNA
GPL2786,spotted DNA/cDNA
GPL2787,spotted DNA/cDNA
GPL2776,spotted DNA/cDNA
GPL2777,spotted DNA/cDNA
GPL2778,spotted DNA/cDNA
GPL2779,spotted DNA/cDNA
GPL1375,spotted DNA/cDNA
GPL1376,spotted DNA/cDNA
GPL1415,spotted DNA/cDNA
GPL2772,spotted DNA/cDNA
GPL2773,spotted DNA/cDNA
GPL2695,spotted DNA/cDNA
GPL2696,spotted DNA/cDNA
GPL1414,spotted DNA/cDNA
GPL2746,spotted DNA/cDNA
GPL2747,spotted DNA/cDNA
GPL2766,spotted DNA/cDNA
GPL2767,spotted DNA/cDNA
GPL2759,spotted oligonucleotide
GPL2761,spotted oligonucleotide
GPL2763,spotted DNA/cDNA
GPL1922,spotted DNA/cDNA
GPL2760,spotted DNA/cDNA
GPL1730,spotted DNA/cDNA
GPL2751,spotted DNA/cDNA
GPL2752,spotted DNA/cDNA
GPL2753,spotted DNA/cDNA
GPL2754,spotted DNA/cDNA
GPL2755,spotted DNA/cDNA
GPL2750,SAGE NlaIII
GPL2553,spotted DNA/cDNA
GPL2562,spotted DNA/cDNA
GPL2599,spotted DNA/cDNA
GPL2606,spotted DNA/cDNA
GPL2726,spotted DNA/cDNA
GPL2728,spotted DNA/cDNA
GPL2729,spotted DNA/cDNA
GPL2737,spotted DNA/cDNA
GPL2738,spotted DNA/cDNA
GPL2739,spotted DNA/cDNA
GPL2740,spotted DNA/cDNA
GPL2742,spotted DNA/cDNA
GPL2744,spotted DNA/cDNA
GPL2745,spotted DNA/cDNA
GPL1939,spotted DNA/cDNA
GPL2108,spotted DNA/cDNA
GPL1401,spotted DNA/cDNA
GPL2028,spotted DNA/cDNA
GPL1739,spotted DNA/cDNA
GPL2724,oligonucleotide beads
GPL2725,oligonucleotide beads
GPL2721,spotted oligonucleotide
GPL1439,spotted oligonucleotide
GPL2022,spotted DNA/cDNA
GPL2716,spotted DNA/cDNA
GPL2727,spotted DNA/cDNA
GPL2712,spotted DNA/cDNA
GPL1392,spotted DNA/cDNA
GPL2707,in situ oligonucleotide
GPL2623,spotted oligonucleotide
GPL1432,spotted DNA/cDNA
GPL2613,spotted DNA/cDNA
GPL2128,spotted DNA/cDNA
GPL2700,oligonucleotide beads
GPL2705,spotted DNA/cDNA
GPL2706,spotted DNA/cDNA
GPL2681,spotted DNA/cDNA
GPL2698,spotted DNA/cDNA
GPL2677,spotted DNA/cDNA
GPL2679,spotted DNA/cDNA
GPL2680,spotted DNA/cDNA
GPL2674,spotted DNA/cDNA
GPL2545,spotted DNA/cDNA
GPL2663,spotted DNA/cDNA
GPL2666,spotted DNA/cDNA
GPL2667,spotted DNA/cDNA
GPL2668,spotted DNA/cDNA
GPL2669,spotted DNA/cDNA
GPL2670,spotted DNA/cDNA
GPL2671,spotted DNA/cDNA
GPL1449,spotted oligonucleotide
GPL1983,spotted oligonucleotide
GPL2645,spotted DNA/cDNA
GPL2654,spotted DNA/cDNA
GPL2655,spotted DNA/cDNA
GPL2657,spotted DNA/cDNA
GPL2658,spotted DNA/cDNA
GPL2659,spotted DNA/cDNA
GPL2661,spotted DNA/cDNA
GPL2662,spotted DNA/cDNA
GPL2640,spotted oligonucleotide
GPL2648,spotted DNA/cDNA
GPL2649,spotted DNA/cDNA
GPL2650,spotted DNA/cDNA
GPL2651,spotted DNA/cDNA
GPL2652,spotted DNA/cDNA
GPL2653,spotted DNA/cDNA
GPL2660,spotted oligonucleotide
GPL1873,spotted oligonucleotide
GPL1971,spotted oligonucleotide
GPL2629,spotted DNA/cDNA
GPL2630,spotted DNA/cDNA
GPL2646,spotted DNA/cDNA
GPL2647,spotted DNA/cDNA
GPL2641,in situ oligonucleotide
GPL1871,spotted DNA/cDNA
GPL2597,spotted DNA/cDNA
GPL2631,spotted DNA/cDNA
GPL2632,spotted DNA/cDNA
GPL2633,spotted DNA/cDNA
GPL2634,spotted DNA/cDNA
GPL2635,spotted DNA/cDNA
GPL2636,spotted DNA/cDNA
GPL2637,spotted DNA/cDNA
GPL2638,spotted DNA/cDNA
GPL2639,spotted DNA/cDNA
GPL2535,spotted DNA/cDNA
GPL1950,spotted oligonucleotide
GPL2619,spotted DNA/cDNA
GPL2620,spotted DNA/cDNA
GPL1791,spotted DNA/cDNA
GPL2033,spotted DNA/cDNA
GPL2034,spotted DNA/cDNA
GPL2608,spotted DNA/cDNA
GPL2614,spotted DNA/cDNA
GPL2581,spotted DNA/cDNA
GPL2595,spotted DNA/cDNA
GPL2596,spotted DNA/cDNA
GPL2591,spotted oligonucleotide
GPL2592,spotted oligonucleotide
GPL2016,spotted DNA/cDNA
GPL2023,spotted oligonucleotide
GPL2048,spotted DNA/cDNA
GPL2094,spotted DNA/cDNA
GPL2590,in situ oligonucleotide
GPL2017,spotted oligonucleotide
GPL2040,spotted DNA/cDNA
GPL1925,spotted oligonucleotide
GPL2014,in situ oligonucleotide
GPL2015,in situ oligonucleotide
GPL2565,spotted DNA/cDNA
GPL1479,spotted DNA/cDNA
GPL1727,spotted DNA/cDNA
GPL2541,spotted DNA/cDNA
GPL2557,spotted DNA/cDNA
GPL2572,spotted DNA/cDNA
GPL2583,spotted DNA/cDNA
GPL1790,spotted oligonucleotide
GPL2052,in situ oligonucleotide
GPL2053,in situ oligonucleotide
GPL2054,in situ oligonucleotide
GPL2055,in situ oligonucleotide
GPL2056,in situ oligonucleotide
GPL2057,in situ oligonucleotide
GPL2058,in situ oligonucleotide
GPL2059,in situ oligonucleotide
GPL2060,in situ oligonucleotide
GPL2061,in situ oligonucleotide
GPL2062,in situ oligonucleotide
GPL2063,in situ oligonucleotide
GPL2064,in situ oligonucleotide
GPL2065,in situ oligonucleotide
GPL2066,in situ oligonucleotide
GPL2067,in situ oligonucleotide
GPL2068,in situ oligonucleotide
GPL2069,in situ oligonucleotide
GPL2070,in situ oligonucleotide
GPL2071,in situ oligonucleotide
GPL2072,in situ oligonucleotide
GPL2073,in situ oligonucleotide
GPL2074,in situ oligonucleotide
GPL2075,in situ oligonucleotide
GPL2076,in situ oligonucleotide
GPL2077,in situ oligonucleotide
GPL2078,in situ oligonucleotide
GPL2079,in situ oligonucleotide
GPL2080,in situ oligonucleotide
GPL2081,in situ oligonucleotide
GPL2082,in situ oligonucleotide
GPL2083,in situ oligonucleotide
GPL2084,in situ oligonucleotide
GPL2085,in situ oligonucleotide
GPL2086,in situ oligonucleotide
GPL2087,in situ oligonucleotide
GPL2088,in situ oligonucleotide
GPL2089,in situ oligonucleotide
GPL2090,in situ oligonucleotide
GPL2569,spotted DNA/cDNA
GPL2560,in situ oligonucleotide
GPL2543,MS
GPL2549,in situ oligonucleotide
GPL2550,in situ oligonucleotide
GPL2551,in situ oligonucleotide
GPL2552,in situ oligonucleotide
GPL1867,spotted oligonucleotide
GPL2123,spotted oligonucleotide
GPL1512,spotted DNA/cDNA
GPL1680,spotted oligonucleotide
GPL870,in situ oligonucleotide
GPL2138,in situ oligonucleotide
GPL2045,spotted DNA/cDNA
GPL2046,spotted DNA/cDNA
GPL2524,spotted DNA/cDNA
GPL2525,spotted DNA/cDNA
GPL2526,spotted DNA/cDNA
GPL2533,in situ oligonucleotide
GPL2530,spotted DNA/cDNA
GPL2531,spotted oligonucleotide
GPL2532,spotted DNA/cDNA
GPL2536,spotted DNA/cDNA
GPL2542,SAGE NlaIII
GPL1370,spotted oligonucleotide
GPL1407,spotted oligonucleotide
GPL1408,spotted oligonucleotide
GPL1409,spotted oligonucleotide
GPL1410,spotted oligonucleotide
GPL1484,spotted DNA/cDNA
GPL2529,in situ oligonucleotide
GPL2537,SAGE NlaIII
GPL1245,spotted DNA/cDNA
GPL1282,spotted DNA/cDNA
GPL1283,spotted DNA/cDNA
GPL1709,spotted DNA/cDNA
GPL1710,spotted DNA/cDNA
GPL1711,spotted DNA/cDNA
GPL2508,spotted oligonucleotide
GPL2136,spotted oligonucleotide
GPL1843,spotted DNA/cDNA
GPL2507,oligonucleotide beads
GPL2101,spotted DNA/cDNA
GPL2109,spotted DNA/cDNA
GPL2110,spotted DNA/cDNA
GPL2114,spotted DNA/cDNA
GPL1793,RT-PCR
GPL1923,spotted oligonucleotide
GPL1926,spotted oligonucleotide
GPL1927,spotted oligonucleotide
GPL1984,spotted DNA/cDNA
GPL2130,spotted DNA/cDNA
GPL1918,spotted DNA/cDNA
GPL1715,spotted DNA/cDNA
GPL2129,in situ oligonucleotide
GPL2131,in situ oligonucleotide
GPL2132,in situ oligonucleotide
GPL2133,in situ oligonucleotide
GPL2011,spotted DNA/cDNA
GPL1260,spotted DNA/cDNA
GPL2116,spotted DNA/cDNA
GPL2117,spotted DNA/cDNA
GPL2118,spotted DNA/cDNA
GPL2119,spotted DNA/cDNA
GPL2120,spotted DNA/cDNA
GPL2121,spotted DNA/cDNA
GPL2043,spotted DNA/cDNA
GPL2047,spotted DNA/cDNA
GPL2105,in situ oligonucleotide
GPL2106,in situ oligonucleotide
GPL2107,in situ oligonucleotide
GPL2112,in situ oligonucleotide
GPL2113,spotted DNA/cDNA
GPL2091,spotted oligonucleotide
GPL2093,in situ oligonucleotide
GPL2095,SAGE NlaIII
GPL1832,spotted oligonucleotide
GPL2051,spotted DNA/cDNA
GPL1753,spotted DNA/cDNA
GPL1773,spotted oligonucleotide
GPL1774,spotted oligonucleotide
GPL2042,spotted DNA/cDNA
GPL2050,in situ oligonucleotide
GPL2037,spotted oligonucleotide
GPL2038,spotted oligonucleotide
GPL1239,spotted DNA/cDNA
GPL1240,spotted DNA/cDNA
GPL2041,spotted DNA/cDNA
GPL513,spotted DNA/cDNA
GPL1874,spotted DNA/cDNA
GPL1875,spotted DNA/cDNA
GPL1987,oligonucleotide beads
GPL2026,spotted DNA/cDNA
GPL1930,spotted DNA/cDNA
GPL2029,in situ oligonucleotide
GPL1736,spotted DNA/cDNA
GPL1986,oligonucleotide beads
GPL1898,spotted DNA/cDNA
GPL2025,in situ oligonucleotide
GPL1961,spotted DNA/cDNA
GPL1981,in situ oligonucleotide
GPL1996,spotted DNA/cDNA
GPL2008,spotted DNA/cDNA
GPL2009,spotted DNA/cDNA
GPL1820,spotted oligonucleotide
GPL1877,spotted DNA/cDNA
GPL1943,spotted DNA/cDNA
GPL2006,spotted oligonucleotide
GPL1988,spotted oligonucleotide
GPL1989,spotted oligonucleotide
GPL1990,spotted oligonucleotide
GPL1991,spotted oligonucleotide
GPL1992,spotted oligonucleotide
GPL1993,spotted oligonucleotide
GPL1994,spotted oligonucleotide
GPL1995,spotted oligonucleotide
GPL2004,in situ oligonucleotide
GPL2005,in situ oligonucleotide
GPL1972,spotted DNA/cDNA
GPL1201,spotted oligonucleotide
GPL1855,in situ oligonucleotide
GPL1955,spotted oligonucleotide
GPL1963,spotted oligonucleotide
GPL1967,spotted DNA/cDNA
GPL1968,spotted DNA/cDNA
GPL1969,spotted DNA/cDNA
GPL1970,spotted DNA/cDNA
GPL1973,spotted DNA/cDNA
GPL1974,spotted oligonucleotide
GPL1975,spotted DNA/cDNA
GPL1976,spotted oligonucleotide
GPL1978,spotted DNA/cDNA
GPL1979,in situ oligonucleotide
GPL1980,in situ oligonucleotide
GPL1965,spotted DNA/cDNA
GPL1966,spotted DNA/cDNA
GPL1964,spotted oligonucleotide
GPL1862,spotted DNA/cDNA
GPL1957,spotted DNA/cDNA
GPL1424,spotted DNA/cDNA
GPL1954,spotted oligonucleotide
GPL1958,spotted DNA/cDNA
GPL1953,spotted DNA/cDNA
GPL1933,in situ oligonucleotide
GPL1934,in situ oligonucleotide
GPL1937,in situ oligonucleotide
GPL1938,in situ oligonucleotide
GPL1947,spotted DNA/cDNA
GPL1948,spotted DNA/cDNA
GPL1951,spotted DNA/cDNA
GPL1952,spotted DNA/cDNA
GPL1946,spotted DNA/cDNA
GPL1909,MS
GPL1482,spotted oligonucleotide
GPL1945,spotted DNA/cDNA
GPL1893,spotted oligonucleotide
GPL1941,spotted oligonucleotide
GPL1928,spotted DNA/cDNA
GPL1819,spotted DNA/cDNA
GPL1899,spotted oligonucleotide
GPL1936,spotted DNA/cDNA
GPL1084,spotted DNA/cDNA
GPL1821,in situ oligonucleotide
GPL1919,spotted oligonucleotide
GPL1920,spotted oligonucleotide
GPL1921,spotted DNA/cDNA
GPL1917,spotted oligonucleotide
GPL1908,spotted DNA/cDNA
GPL1910,spotted oligonucleotide
GPL1911,spotted oligonucleotide
GPL1912,spotted DNA/cDNA
GPL1913,spotted DNA/cDNA
GPL1914,spotted DNA/cDNA
GPL1915,spotted DNA/cDNA
GPL1916,spotted DNA/cDNA
GPL1440,spotted DNA/cDNA
GPL1441,spotted DNA/cDNA
GPL1674,spotted DNA/cDNA
GPL1900,spotted DNA/cDNA
GPL1901,spotted DNA/cDNA
GPL1902,spotted DNA/cDNA
GPL1903,spotted oligonucleotide
GPL1904,spotted DNA/cDNA
GPL1450,spotted DNA/cDNA
GPL1451,spotted DNA/cDNA
GPL1452,spotted DNA/cDNA
GPL1526,spotted DNA/cDNA
GPL1897,spotted oligonucleotide
GPL1892,in situ oligonucleotide
GPL1895,spotted DNA/cDNA
GPL1896,spotted DNA/cDNA
GPL1860,spotted DNA/cDNA
GPL1861,spotted DNA/cDNA
GPL1864,spotted DNA/cDNA
GPL1881,spotted oligonucleotide
GPL1062,spotted DNA/cDNA
GPL1722,spotted DNA/cDNA
GPL1834,spotted oligonucleotide
GPL1868,in situ oligonucleotide
GPL1535,spotted oligonucleotide
GPL1884,spotted DNA/cDNA
GPL1885,spotted DNA/cDNA
GPL1879,spotted DNA/cDNA
GPL1880,spotted DNA/cDNA
GPL1390,in situ oligonucleotide
GPL1866,spotted DNA/cDNA
GPL1872,spotted oligonucleotide
GPL1882,SAGE NlaIII
GPL1823,spotted DNA/cDNA
GPL1824,spotted DNA/cDNA
GPL1825,spotted DNA/cDNA
GPL1826,spotted DNA/cDNA
GPL1827,spotted DNA/cDNA
GPL1859,spotted oligonucleotide
GPL1224,spotted DNA/cDNA
GPL1865,spotted DNA/cDNA
GPL1863,spotted DNA/cDNA
GPL1853,in situ oligonucleotide
GPL1840,in situ oligonucleotide
GPL1841,in situ oligonucleotide
GPL1842,in situ oligonucleotide
GPL1844,in situ oligonucleotide
GPL1845,in situ oligonucleotide
GPL1846,in situ oligonucleotide
GPL1847,in situ oligonucleotide
GPL1848,in situ oligonucleotide
GPL1849,in situ oligonucleotide
GPL1850,in situ oligonucleotide
GPL1851,in situ oligonucleotide
GPL1852,in situ oligonucleotide
GPL1858,spotted oligonucleotide
GPL1448,spotted DNA/cDNA
GPL1857,in situ oligonucleotide
GPL1854,spotted DNA/cDNA
GPL1836,spotted DNA/cDNA
GPL1835,spotted DNA/cDNA
GPL1837,spotted DNA/cDNA
GPL1838,spotted DNA/cDNA
GPL1839,spotted DNA/cDNA
GPL1749,spotted oligonucleotide
GPL1789,in situ oligonucleotide
GPL1800,spotted DNA/cDNA
GPL1829,spotted oligonucleotide
GPL1830,spotted oligonucleotide
GPL1786,spotted oligonucleotide
GPL1818,spotted DNA/cDNA
GPL1425,spotted DNA/cDNA
GPL1714,spotted DNA/cDNA
GPL1814,spotted oligonucleotide
GPL1797,spotted DNA/cDNA
GPL1796,spotted oligonucleotide
GPL1792,spotted oligonucleotide
GPL1794,spotted DNA/cDNA
GPL930,spotted DNA/cDNA
GPL1795,spotted DNA/cDNA
GPL1787,spotted oligonucleotide
GPL1788,spotted oligonucleotide
GPL1776,spotted DNA/cDNA
GPL1777,spotted DNA/cDNA
GPL1778,spotted DNA/cDNA
GPL1779,spotted DNA/cDNA
GPL1780,spotted DNA/cDNA
GPL1781,spotted DNA/cDNA
GPL1782,spotted DNA/cDNA
GPL1783,spotted DNA/cDNA
GPL1784,spotted DNA/cDNA
GPL1785,spotted DNA/cDNA
GPL1775,spotted oligonucleotide
GPL1393,spotted DNA/cDNA
GPL1394,spotted DNA/cDNA
GPL1524,spotted DNA/cDNA
GPL1525,spotted DNA/cDNA
GPL1395,spotted DNA/cDNA
GPL1771,spotted oligonucleotide
GPL1012,spotted DNA/cDNA
GPL1013,spotted DNA/cDNA
GPL1345,spotted DNA/cDNA
GPL794,spotted DNA/cDNA
GPL1738,spotted oligonucleotide
GPL1743,spotted oligonucleotide
GPL1751,spotted DNA/cDNA
GPL1341,spotted DNA/cDNA
GPL1342,spotted DNA/cDNA
GPL1746,spotted oligonucleotide
GPL1748,spotted DNA/cDNA
GPL1745,spotted DNA/cDNA
GPL1742,spotted DNA/cDNA
GPL1744,spotted DNA/cDNA
GPL1729,spotted DNA/cDNA
GPL1733,in situ oligonucleotide
GPL1734,in situ oligonucleotide
GPL1735,in situ oligonucleotide
GPL1737,spotted DNA/cDNA
GPL1740,spotted DNA/cDNA
GPL766,spotted DNA/cDNA
GPL1731,spotted DNA/cDNA
GPL1483,spotted oligonucleotide
GPL961,spotted DNA/cDNA
GPL583,in situ oligonucleotide
GPL1348,spotted DNA/cDNA
GPL1386,spotted oligonucleotide
GPL1428,spotted DNA/cDNA
GPL1433,spotted DNA/cDNA
GPL1508,spotted DNA/cDNA
GPL1519,spotted oligonucleotide
GPL1692,spotted DNA/cDNA
GPL1693,spotted DNA/cDNA
GPL1724,SAGE NlaIII
GPL1717,spotted oligonucleotide
GPL738,spotted DNA/cDNA
GPL782,spotted DNA/cDNA
GPL1221,spotted DNA/cDNA
GPL1310,spotted oligonucleotide
GPL1713,spotted oligonucleotide
GPL1704,in situ oligonucleotide
GPL1705,spotted oligonucleotide
GPL1706,spotted DNA/cDNA
GPL1708,in situ oligonucleotide
GPL1420,spotted oligonucleotide
GPL1698,spotted DNA/cDNA
GPL1695,spotted oligonucleotide
GPL1689,spotted DNA/cDNA
GPL1444,spotted oligonucleotide
GPL1445,spotted oligonucleotide
GPL1446,spotted oligonucleotide
GPL1447,spotted oligonucleotide
GPL1404,spotted DNA/cDNA
GPL1464,spotted oligonucleotide
GPL1676,SAGE NlaIII
GPL1531,spotted DNA/cDNA
GPL1533,spotted DNA/cDNA
GPL1534,spotted DNA/cDNA
GPL1537,spotted oligonucleotide
GPL1624,spotted DNA/cDNA
GPL1539,in situ oligonucleotide
GPL1540,in situ oligonucleotide
GPL1541,in situ oligonucleotide
GPL1542,in situ oligonucleotide
GPL1543,in situ oligonucleotide
GPL1544,in situ oligonucleotide
GPL1545,in situ oligonucleotide
GPL1546,in situ oligonucleotide
GPL1547,in situ oligonucleotide
GPL1548,in situ oligonucleotide
GPL1549,in situ oligonucleotide
GPL1550,in situ oligonucleotide
GPL1551,in situ oligonucleotide
GPL1552,in situ oligonucleotide
GPL1553,in situ oligonucleotide
GPL1554,in situ oligonucleotide
GPL1555,in situ oligonucleotide
GPL1556,in situ oligonucleotide
GPL1557,in situ oligonucleotide
GPL1558,in situ oligonucleotide
GPL1559,in situ oligonucleotide
GPL1560,in situ oligonucleotide
GPL1561,in situ oligonucleotide
GPL1562,in situ oligonucleotide
GPL1563,in situ oligonucleotide
GPL1564,in situ oligonucleotide
GPL1565,in situ oligonucleotide
GPL1566,in situ oligonucleotide
GPL1567,in situ oligonucleotide
GPL1568,in situ oligonucleotide
GPL1569,in situ oligonucleotide
GPL1570,in situ oligonucleotide
GPL1571,in situ oligonucleotide
GPL1572,in situ oligonucleotide
GPL1573,in situ oligonucleotide
GPL1574,in situ oligonucleotide
GPL1575,in situ oligonucleotide
GPL1576,in situ oligonucleotide
GPL1577,in situ oligonucleotide
GPL1578,in situ oligonucleotide
GPL1579,in situ oligonucleotide
GPL1580,in situ oligonucleotide
GPL1581,in situ oligonucleotide
GPL1582,in situ oligonucleotide
GPL1583,in situ oligonucleotide
GPL1584,in situ oligonucleotide
GPL1585,in situ oligonucleotide
GPL1586,in situ oligonucleotide
GPL1587,in situ oligonucleotide
GPL1588,in situ oligonucleotide
GPL1589,in situ oligonucleotide
GPL1590,in situ oligonucleotide
GPL1591,in situ oligonucleotide
GPL1592,in situ oligonucleotide
GPL1593,in situ oligonucleotide
GPL1594,in situ oligonucleotide
GPL1595,in situ oligonucleotide
GPL1596,in situ oligonucleotide
GPL1597,in situ oligonucleotide
GPL1598,in situ oligonucleotide
GPL1599,in situ oligonucleotide
GPL1600,in situ oligonucleotide
GPL1601,in situ oligonucleotide
GPL1602,in situ oligonucleotide
GPL1603,in situ oligonucleotide
GPL1604,in situ oligonucleotide
GPL1605,in situ oligonucleotide
GPL1606,in situ oligonucleotide
GPL1607,in situ oligonucleotide
GPL1608,in situ oligonucleotide
GPL1609,in situ oligonucleotide
GPL1610,in situ oligonucleotide
GPL1611,in situ oligonucleotide
GPL1612,in situ oligonucleotide
GPL1613,in situ oligonucleotide
GPL1614,in situ oligonucleotide
GPL1615,in situ oligonucleotide
GPL1616,in situ oligonucleotide
GPL1617,in situ oligonucleotide
GPL1618,in situ oligonucleotide
GPL1619,in situ oligonucleotide
GPL1620,in situ oligonucleotide
GPL1621,in situ oligonucleotide
GPL1622,in situ oligonucleotide
GPL1623,in situ oligonucleotide
GPL1625,in situ oligonucleotide
GPL1626,in situ oligonucleotide
GPL1627,in situ oligonucleotide
GPL1628,in situ oligonucleotide
GPL1629,in situ oligonucleotide
GPL1630,in situ oligonucleotide
GPL1631,in situ oligonucleotide
GPL1632,in situ oligonucleotide
